,PROLIFIC_PID,ExplanationPair,Need_for_Cognition,Need_for_closure,Susceptibility_to_persuasion,Skepticism,AI_Expertise,Domain,flipped_dim,MetricType,Evaluation
33233,66c61f02376e3c075f265c98,001001v001011,0.6,0.625,0.375,0.9375,0.625,low,Detail,Transparency,1
33428,66c61f02376e3c075f265c98,001001v001011,0.6,0.625,0.375,0.9375,0.625,low,Detail,Usefulness,0
26018,66c61f02376e3c075f265c98,001100v001110,0.6,0.625,0.375,0.9375,0.625,low,Detail,Trustworthiness,1
26213,66c61f02376e3c075f265c98,001100v001110,0.6,0.625,0.375,0.9375,0.625,low,Detail,Transparency,1
26408,66c61f02376e3c075f265c98,001100v001110,0.6,0.625,0.375,0.9375,0.625,low,Detail,Usefulness,1
25238,66c61f02376e3c075f265c98,001111v011111,0.6,0.625,0.375,0.9375,0.625,low,Length,Trustworthiness,1
25433,66c61f02376e3c075f265c98,001111v011111,0.6,0.625,0.375,0.9375,0.625,low,Length,Transparency,1
25628,66c61f02376e3c075f265c98,001111v011111,0.6,0.625,0.375,0.9375,0.625,low,Length,Usefulness,1
40058,66c61f02376e3c075f265c98,010011v010111,0.6,0.625,0.375,0.9375,0.625,low,Formality,Trustworthiness,0
40253,66c61f02376e3c075f265c98,010011v010111,0.6,0.625,0.375,0.9375,0.625,low,Formality,Transparency,1
40448,66c61f02376e3c075f265c98,010011v010111,0.6,0.625,0.375,0.9375,0.625,low,Formality,Usefulness,0
54878,66c61f02376e3c075f265c98,011101v011111,0.6,0.625,0.375,0.9375,0.625,low,Detail,Trustworthiness,0
55073,66c61f02376e3c075f265c98,011101v011111,0.6,0.625,0.375,0.9375,0.625,low,Detail,Transparency,1
55268,66c61f02376e3c075f265c98,011101v011111,0.6,0.625,0.375,0.9375,0.625,low,Detail,Usefulness,0
80618,66c61f02376e3c075f265c98,100010v110010,0.6,0.625,0.375,0.9375,0.625,high,Length,Trustworthiness,1
80813,66c61f02376e3c075f265c98,100010v110010,0.6,0.625,0.375,0.9375,0.625,high,Length,Transparency,1
81008,66c61f02376e3c075f265c98,100010v110010,0.6,0.625,0.375,0.9375,0.625,high,Length,Usefulness,1
72818,66c61f02376e3c075f265c98,100101v110101,0.6,0.625,0.375,0.9375,0.625,high,Length,Trustworthiness,0
73013,66c61f02376e3c075f265c98,100101v110101,0.6,0.625,0.375,0.9375,0.625,high,Length,Transparency,0
73208,66c61f02376e3c075f265c98,100101v110101,0.6,0.625,0.375,0.9375,0.625,high,Length,Usefulness,0
90758,66c61f02376e3c075f265c98,101100v101101,0.6,0.625,0.375,0.9375,0.625,high,Persuasiveness,Trustworthiness,0
90953,66c61f02376e3c075f265c98,101100v101101,0.6,0.625,0.375,0.9375,0.625,high,Persuasiveness,Transparency,0
91148,66c61f02376e3c075f265c98,101100v101101,0.6,0.625,0.375,0.9375,0.625,high,Persuasiveness,Usefulness,0
114938,66c61f02376e3c075f265c98,110001v111001,0.6,0.625,0.375,0.9375,0.625,high,Structure,Trustworthiness,0
115133,66c61f02376e3c075f265c98,110001v111001,0.6,0.625,0.375,0.9375,0.625,high,Structure,Transparency,0
115328,66c61f02376e3c075f265c98,110001v111001,0.6,0.625,0.375,0.9375,0.625,high,Structure,Usefulness,0
12815,66c73d97dade03083f9ec72c,000100v010100,0.65,0.5,0.875,0.75,0.8125,low,Length,Trustworthiness,0
13010,66c73d97dade03083f9ec72c,000100v010100,0.65,0.5,0.875,0.75,0.8125,low,Length,Transparency,0
13205,66c73d97dade03083f9ec72c,000100v010100,0.65,0.5,0.875,0.75,0.8125,low,Length,Usefulness,0
8915,66c73d97dade03083f9ec72c,000001v000101,0.65,0.5,0.875,0.75,0.8125,low,Formality,Trustworthiness,1
9110,66c73d97dade03083f9ec72c,000001v000101,0.65,0.5,0.875,0.75,0.8125,low,Formality,Transparency,0
9305,66c73d97dade03083f9ec72c,000001v000101,0.65,0.5,0.875,0.75,0.8125,low,Formality,Usefulness,0
33875,66c73d97dade03083f9ec72c,001011v011011,0.65,0.5,0.875,0.75,0.8125,low,Length,Trustworthiness,1
34070,66c73d97dade03083f9ec72c,001011v011011,0.65,0.5,0.875,0.75,0.8125,low,Length,Transparency,0
34265,66c73d97dade03083f9ec72c,001011v011011,0.65,0.5,0.875,0.75,0.8125,low,Length,Usefulness,1
30755,66c73d97dade03083f9ec72c,001000v001100,0.65,0.5,0.875,0.75,0.8125,low,Formality,Trustworthiness,1
30950,66c73d97dade03083f9ec72c,001000v001100,0.65,0.5,0.875,0.75,0.8125,low,Formality,Transparency,1
31145,66c73d97dade03083f9ec72c,001000v001100,0.65,0.5,0.875,0.75,0.8125,low,Formality,Usefulness,1
61175,66c73d97dade03083f9ec72c,011001v011011,0.65,0.5,0.875,0.75,0.8125,low,Detail,Trustworthiness,1
61370,66c73d97dade03083f9ec72c,011001v011011,0.65,0.5,0.875,0.75,0.8125,low,Detail,Transparency,0
61565,66c73d97dade03083f9ec72c,011001v011011,0.65,0.5,0.875,0.75,0.8125,low,Detail,Usefulness,0
77555,66c73d97dade03083f9ec72c,100011v101011,0.65,0.5,0.875,0.75,0.8125,high,Structure,Trustworthiness,0
77750,66c73d97dade03083f9ec72c,100011v101011,0.65,0.5,0.875,0.75,0.8125,high,Structure,Transparency,1
77945,66c73d97dade03083f9ec72c,100011v101011,0.65,0.5,0.875,0.75,0.8125,high,Structure,Usefulness,0
99395,66c73d97dade03083f9ec72c,101001v111001,0.65,0.5,0.875,0.75,0.8125,high,Length,Trustworthiness,0
99590,66c73d97dade03083f9ec72c,101001v111001,0.65,0.5,0.875,0.75,0.8125,high,Length,Transparency,1
99785,66c73d97dade03083f9ec72c,101001v111001,0.65,0.5,0.875,0.75,0.8125,high,Length,Usefulness,0
111095,66c73d97dade03083f9ec72c,110001v110011,0.65,0.5,0.875,0.75,0.8125,high,Detail,Trustworthiness,0
111290,66c73d97dade03083f9ec72c,110001v110011,0.65,0.5,0.875,0.75,0.8125,high,Detail,Transparency,1
111485,66c73d97dade03083f9ec72c,110001v110011,0.65,0.5,0.875,0.75,0.8125,high,Detail,Usefulness,1
111875,66c73d97dade03083f9ec72c,110011v111011,0.65,0.5,0.875,0.75,0.8125,high,Structure,Trustworthiness,0
112070,66c73d97dade03083f9ec72c,110011v111011,0.65,0.5,0.875,0.75,0.8125,high,Structure,Transparency,0
112265,66c73d97dade03083f9ec72c,110011v111011,0.65,0.5,0.875,0.75,0.8125,high,Structure,Usefulness,1
8095,66c96fb65f8a64d04cb5251e,000100v000101,0.6,0.4375,0.6875,0.5625,0.5,low,Persuasiveness,Trustworthiness,0
8290,66c96fb65f8a64d04cb5251e,000100v000101,0.6,0.4375,0.6875,0.5625,0.5,low,Persuasiveness,Transparency,1
8485,66c96fb65f8a64d04cb5251e,000100v000101,0.6,0.4375,0.6875,0.5625,0.5,low,Persuasiveness,Usefulness,1
6535,66c96fb65f8a64d04cb5251e,000110v001110,0.6,0.4375,0.6875,0.5625,0.5,low,Structure,Trustworthiness,1
6730,66c96fb65f8a64d04cb5251e,000110v001110,0.6,0.4375,0.6875,0.5625,0.5,low,Structure,Transparency,1
6925,66c96fb65f8a64d04cb5251e,000110v001110,0.6,0.4375,0.6875,0.5625,0.5,low,Structure,Usefulness,1
1855,66c96fb65f8a64d04cb5251e,000101v000111,0.6,0.4375,0.6875,0.5625,0.5,low,Detail,Trustworthiness,1
2050,66c96fb65f8a64d04cb5251e,000101v000111,0.6,0.4375,0.6875,0.5625,0.5,low,Detail,Transparency,0
2245,66c96fb65f8a64d04cb5251e,000101v000111,0.6,0.4375,0.6875,0.5625,0.5,low,Detail,Usefulness,1
48655,66c96fb65f8a64d04cb5251e,010001v010011,0.6,0.4375,0.6875,0.5625,0.5,low,Detail,Trustworthiness,1
48850,66c96fb65f8a64d04cb5251e,010001v010011,0.6,0.4375,0.6875,0.5625,0.5,low,Detail,Transparency,1
49045,66c96fb65f8a64d04cb5251e,010001v010011,0.6,0.4375,0.6875,0.5625,0.5,low,Detail,Usefulness,0
49435,66c96fb65f8a64d04cb5251e,010011v011011,0.6,0.4375,0.6875,0.5625,0.5,low,Structure,Trustworthiness,0
49630,66c96fb65f8a64d04cb5251e,010011v011011,0.6,0.4375,0.6875,0.5625,0.5,low,Structure,Transparency,1
49825,66c96fb65f8a64d04cb5251e,010011v011011,0.6,0.4375,0.6875,0.5625,0.5,low,Structure,Usefulness,0
79855,66c96fb65f8a64d04cb5251e,100010v101010,0.6,0.4375,0.6875,0.5625,0.5,high,Structure,Trustworthiness,0
80050,66c96fb65f8a64d04cb5251e,100010v101010,0.6,0.4375,0.6875,0.5625,0.5,high,Structure,Transparency,0
80245,66c96fb65f8a64d04cb5251e,100010v101010,0.6,0.4375,0.6875,0.5625,0.5,high,Structure,Usefulness,1
72055,66c96fb65f8a64d04cb5251e,100101v101101,0.6,0.4375,0.6875,0.5625,0.5,high,Structure,Trustworthiness,0
72250,66c96fb65f8a64d04cb5251e,100101v101101,0.6,0.4375,0.6875,0.5625,0.5,high,Structure,Transparency,1
72445,66c96fb65f8a64d04cb5251e,100101v101101,0.6,0.4375,0.6875,0.5625,0.5,high,Structure,Usefulness,1
94675,66c96fb65f8a64d04cb5251e,101010v101011,0.6,0.4375,0.6875,0.5625,0.5,high,Persuasiveness,Trustworthiness,1
94870,66c96fb65f8a64d04cb5251e,101010v101011,0.6,0.4375,0.6875,0.5625,0.5,high,Persuasiveness,Transparency,0
95065,66c96fb65f8a64d04cb5251e,101010v101011,0.6,0.4375,0.6875,0.5625,0.5,high,Persuasiveness,Usefulness,1
104815,66c96fb65f8a64d04cb5251e,110010v110110,0.6,0.4375,0.6875,0.5625,0.5,high,Formality,Trustworthiness,0
105010,66c96fb65f8a64d04cb5251e,110010v110110,0.6,0.4375,0.6875,0.5625,0.5,high,Formality,Transparency,0
105205,66c96fb65f8a64d04cb5251e,110010v110110,0.6,0.4375,0.6875,0.5625,0.5,high,Formality,Usefulness,0
118855,66c96fb65f8a64d04cb5251e,111100v111110,0.6,0.4375,0.6875,0.5625,0.5,high,Detail,Trustworthiness,0
119050,66c96fb65f8a64d04cb5251e,111100v111110,0.6,0.4375,0.6875,0.5625,0.5,high,Detail,Transparency,1
119245,66c96fb65f8a64d04cb5251e,111100v111110,0.6,0.4375,0.6875,0.5625,0.5,high,Detail,Usefulness,1
14413,66d32a13c502bbeb803d2499,000001v000011,0.65,0.5,0.1875,0.75,0.5,low,Detail,Trustworthiness,1
14608,66d32a13c502bbeb803d2499,000001v000011,0.65,0.5,0.1875,0.75,0.5,low,Detail,Transparency,1
14803,66d32a13c502bbeb803d2499,000001v000011,0.65,0.5,0.1875,0.75,0.5,low,Detail,Usefulness,1
11293,66d32a13c502bbeb803d2499,000000v000100,0.65,0.5,0.1875,0.75,0.5,low,Formality,Trustworthiness,1
11488,66d32a13c502bbeb803d2499,000000v000100,0.65,0.5,0.1875,0.75,0.5,low,Formality,Transparency,1
11683,66d32a13c502bbeb803d2499,000000v000100,0.65,0.5,0.1875,0.75,0.5,low,Formality,Usefulness,1
28453,66d32a13c502bbeb803d2499,001100v001101,0.65,0.5,0.1875,0.75,0.5,low,Persuasiveness,Trustworthiness,1
28648,66d32a13c502bbeb803d2499,001100v001101,0.65,0.5,0.1875,0.75,0.5,low,Persuasiveness,Transparency,1
28843,66d32a13c502bbeb803d2499,001100v001101,0.65,0.5,0.1875,0.75,0.5,low,Persuasiveness,Usefulness,1
26113,66d32a13c502bbeb803d2499,001100v001110,0.65,0.5,0.1875,0.75,0.5,low,Detail,Trustworthiness,1
26308,66d32a13c502bbeb803d2499,001100v001110,0.65,0.5,0.1875,0.75,0.5,low,Detail,Transparency,1
26503,66d32a13c502bbeb803d2499,001100v001110,0.65,0.5,0.1875,0.75,0.5,low,Detail,Usefulness,1
53413,66d32a13c502bbeb803d2499,010000v011000,0.65,0.5,0.1875,0.75,0.5,low,Structure,Trustworthiness,0
53608,66d32a13c502bbeb803d2499,010000v011000,0.65,0.5,0.1875,0.75,0.5,low,Structure,Transparency,0
53803,66d32a13c502bbeb803d2499,010000v011000,0.65,0.5,0.1875,0.75,0.5,low,Structure,Usefulness,0
63553,66d32a13c502bbeb803d2499,100110v100111,0.65,0.5,0.1875,0.75,0.5,high,Persuasiveness,Trustworthiness,1
63748,66d32a13c502bbeb803d2499,100110v100111,0.65,0.5,0.1875,0.75,0.5,high,Persuasiveness,Transparency,1
63943,66d32a13c502bbeb803d2499,100110v100111,0.65,0.5,0.1875,0.75,0.5,high,Persuasiveness,Usefulness,1
88513,66d32a13c502bbeb803d2499,101100v101110,0.65,0.5,0.1875,0.75,0.5,high,Detail,Trustworthiness,1
88708,66d32a13c502bbeb803d2499,101100v101110,0.65,0.5,0.1875,0.75,0.5,high,Detail,Transparency,1
88903,66d32a13c502bbeb803d2499,101100v101110,0.65,0.5,0.1875,0.75,0.5,high,Detail,Usefulness,1
115033,66d32a13c502bbeb803d2499,110001v111001,0.65,0.5,0.1875,0.75,0.5,high,Structure,Trustworthiness,0
115228,66d32a13c502bbeb803d2499,110001v111001,0.65,0.5,0.1875,0.75,0.5,high,Structure,Transparency,1
115423,66d32a13c502bbeb803d2499,110001v111001,0.65,0.5,0.1875,0.75,0.5,high,Structure,Usefulness,0
109573,66d32a13c502bbeb803d2499,110100v111100,0.65,0.5,0.1875,0.75,0.5,high,Structure,Trustworthiness,1
109768,66d32a13c502bbeb803d2499,110100v111100,0.65,0.5,0.1875,0.75,0.5,high,Structure,Transparency,1
109963,66d32a13c502bbeb803d2499,110100v111100,0.65,0.5,0.1875,0.75,0.5,high,Structure,Usefulness,1
123613,66d32a13c502bbeb803d2499,111001v111011,0.65,0.5,0.1875,0.75,0.5,high,Detail,Trustworthiness,1
123808,66d32a13c502bbeb803d2499,111001v111011,0.65,0.5,0.1875,0.75,0.5,high,Detail,Transparency,1
124003,66d32a13c502bbeb803d2499,111001v111011,0.65,0.5,0.1875,0.75,0.5,high,Detail,Usefulness,1
14406,66f3ed62be0a3b807a0e502f,000001v000011,0.55,0.25,0.8125,0.625,0.875,low,Detail,Trustworthiness,1
14601,66f3ed62be0a3b807a0e502f,000001v000011,0.55,0.25,0.8125,0.625,0.875,low,Detail,Transparency,1
14796,66f3ed62be0a3b807a0e502f,000001v000011,0.55,0.25,0.8125,0.625,0.875,low,Detail,Usefulness,1
30786,66f3ed62be0a3b807a0e502f,001000v001100,0.55,0.25,0.8125,0.625,0.875,low,Formality,Trustworthiness,1
30981,66f3ed62be0a3b807a0e502f,001000v001100,0.55,0.25,0.8125,0.625,0.875,low,Formality,Transparency,1
31176,66f3ed62be0a3b807a0e502f,001000v001100,0.55,0.25,0.8125,0.625,0.875,low,Formality,Usefulness,1
53406,66f3ed62be0a3b807a0e502f,010000v011000,0.55,0.25,0.8125,0.625,0.875,low,Structure,Trustworthiness,1
53601,66f3ed62be0a3b807a0e502f,010000v011000,0.55,0.25,0.8125,0.625,0.875,low,Structure,Transparency,1
53796,66f3ed62be0a3b807a0e502f,010000v011000,0.55,0.25,0.8125,0.625,0.875,low,Structure,Usefulness,1
38586,66f3ed62be0a3b807a0e502f,010110v010111,0.55,0.25,0.8125,0.625,0.875,low,Persuasiveness,Trustworthiness,0
38781,66f3ed62be0a3b807a0e502f,010110v010111,0.55,0.25,0.8125,0.625,0.875,low,Persuasiveness,Transparency,0
38976,66f3ed62be0a3b807a0e502f,010110v010111,0.55,0.25,0.8125,0.625,0.875,low,Persuasiveness,Usefulness,0
59646,66f3ed62be0a3b807a0e502f,011000v011100,0.55,0.25,0.8125,0.625,0.875,low,Formality,Trustworthiness,1
59841,66f3ed62be0a3b807a0e502f,011000v011100,0.55,0.25,0.8125,0.625,0.875,low,Formality,Transparency,1
60036,66f3ed62be0a3b807a0e502f,011000v011100,0.55,0.25,0.8125,0.625,0.875,low,Formality,Usefulness,0
71346,66f3ed62be0a3b807a0e502f,100001v100101,0.55,0.25,0.8125,0.625,0.875,high,Formality,Trustworthiness,1
71541,66f3ed62be0a3b807a0e502f,100001v100101,0.55,0.25,0.8125,0.625,0.875,high,Formality,Transparency,1
71736,66f3ed62be0a3b807a0e502f,100001v100101,0.55,0.25,0.8125,0.625,0.875,high,Formality,Usefulness,0
64326,66f3ed62be0a3b807a0e502f,100101v100111,0.55,0.25,0.8125,0.625,0.875,high,Detail,Trustworthiness,1
64521,66f3ed62be0a3b807a0e502f,100101v100111,0.55,0.25,0.8125,0.625,0.875,high,Detail,Transparency,1
64716,66f3ed62be0a3b807a0e502f,100101v100111,0.55,0.25,0.8125,0.625,0.875,high,Detail,Usefulness,1
86166,66f3ed62be0a3b807a0e502f,101101v101111,0.55,0.25,0.8125,0.625,0.875,high,Detail,Trustworthiness,1
86361,66f3ed62be0a3b807a0e502f,101101v101111,0.55,0.25,0.8125,0.625,0.875,high,Detail,Transparency,1
86556,66f3ed62be0a3b807a0e502f,101101v101111,0.55,0.25,0.8125,0.625,0.875,high,Detail,Usefulness,1
111906,66f3ed62be0a3b807a0e502f,110011v111011,0.55,0.25,0.8125,0.625,0.875,high,Structure,Trustworthiness,1
112101,66f3ed62be0a3b807a0e502f,110011v111011,0.55,0.25,0.8125,0.625,0.875,high,Structure,Transparency,1
112296,66f3ed62be0a3b807a0e502f,110011v111011,0.55,0.25,0.8125,0.625,0.875,high,Structure,Usefulness,1
117366,66f3ed62be0a3b807a0e502f,111101v111111,0.55,0.25,0.8125,0.625,0.875,high,Detail,Trustworthiness,1
117561,66f3ed62be0a3b807a0e502f,111101v111111,0.55,0.25,0.8125,0.625,0.875,high,Detail,Transparency,1
117756,66f3ed62be0a3b807a0e502f,111101v111111,0.55,0.25,0.8125,0.625,0.875,high,Detail,Usefulness,1
6448,670d2513894d1c633eeb11a6,000110v001110,0.95,0.75,0.6875,0.9375,0.8125,low,Structure,Trustworthiness,0
6643,670d2513894d1c633eeb11a6,000110v001110,0.95,0.75,0.6875,0.9375,0.8125,low,Structure,Transparency,0
6838,670d2513894d1c633eeb11a6,000110v001110,0.95,0.75,0.6875,0.9375,0.8125,low,Structure,Usefulness,0
1768,670d2513894d1c633eeb11a6,000101v000111,0.95,0.75,0.6875,0.9375,0.8125,low,Detail,Trustworthiness,0
1963,670d2513894d1c633eeb11a6,000101v000111,0.95,0.75,0.6875,0.9375,0.8125,low,Detail,Transparency,0
2158,670d2513894d1c633eeb11a6,000101v000111,0.95,0.75,0.6875,0.9375,0.8125,low,Detail,Usefulness,0
36088,670d2513894d1c633eeb11a6,001000v001001,0.95,0.75,0.6875,0.9375,0.8125,low,Persuasiveness,Trustworthiness,1
36283,670d2513894d1c633eeb11a6,001000v001001,0.95,0.75,0.6875,0.9375,0.8125,low,Persuasiveness,Transparency,1
36478,670d2513894d1c633eeb11a6,001000v001001,0.95,0.75,0.6875,0.9375,0.8125,low,Persuasiveness,Usefulness,1
40768,670d2513894d1c633eeb11a6,010111v011111,0.95,0.75,0.6875,0.9375,0.8125,low,Structure,Trustworthiness,0
40963,670d2513894d1c633eeb11a6,010111v011111,0.95,0.75,0.6875,0.9375,0.8125,low,Structure,Transparency,0
41158,670d2513894d1c633eeb11a6,010111v011111,0.95,0.75,0.6875,0.9375,0.8125,low,Structure,Usefulness,0
61828,670d2513894d1c633eeb11a6,011000v011010,0.95,0.75,0.6875,0.9375,0.8125,low,Detail,Trustworthiness,0
62023,670d2513894d1c633eeb11a6,011000v011010,0.95,0.75,0.6875,0.9375,0.8125,low,Detail,Transparency,0
62218,670d2513894d1c633eeb11a6,011000v011010,0.95,0.75,0.6875,0.9375,0.8125,low,Detail,Usefulness,0
67288,670d2513894d1c633eeb11a6,100100v100110,0.95,0.75,0.6875,0.9375,0.8125,high,Detail,Trustworthiness,0
67483,670d2513894d1c633eeb11a6,100100v100110,0.95,0.75,0.6875,0.9375,0.8125,high,Detail,Transparency,0
67678,670d2513894d1c633eeb11a6,100100v100110,0.95,0.75,0.6875,0.9375,0.8125,high,Detail,Usefulness,0
65728,670d2513894d1c633eeb11a6,100111v101111,0.95,0.75,0.6875,0.9375,0.8125,high,Structure,Trustworthiness,1
65923,670d2513894d1c633eeb11a6,100111v101111,0.95,0.75,0.6875,0.9375,0.8125,high,Structure,Transparency,1
66118,670d2513894d1c633eeb11a6,100111v101111,0.95,0.75,0.6875,0.9375,0.8125,high,Structure,Usefulness,1
91468,670d2513894d1c633eeb11a6,101001v101101,0.95,0.75,0.6875,0.9375,0.8125,high,Formality,Trustworthiness,1
91663,670d2513894d1c633eeb11a6,101001v101101,0.95,0.75,0.6875,0.9375,0.8125,high,Formality,Transparency,1
91858,670d2513894d1c633eeb11a6,101001v101101,0.95,0.75,0.6875,0.9375,0.8125,high,Formality,Usefulness,1
103948,670d2513894d1c633eeb11a6,110100v110110,0.95,0.75,0.6875,0.9375,0.8125,high,Detail,Trustworthiness,0
104143,670d2513894d1c633eeb11a6,110100v110110,0.95,0.75,0.6875,0.9375,0.8125,high,Detail,Transparency,0
104338,670d2513894d1c633eeb11a6,110100v110110,0.95,0.75,0.6875,0.9375,0.8125,high,Detail,Usefulness,0
116428,670d2513894d1c633eeb11a6,111110v111111,0.95,0.75,0.6875,0.9375,0.8125,high,Persuasiveness,Trustworthiness,0
116623,670d2513894d1c633eeb11a6,111110v111111,0.95,0.75,0.6875,0.9375,0.8125,high,Persuasiveness,Transparency,0
116818,670d2513894d1c633eeb11a6,111110v111111,0.95,0.75,0.6875,0.9375,0.8125,high,Persuasiveness,Usefulness,0
16757,671526752de7c1bca617e1a7,000000v000010,0.4,0.3125,0.8125,0.5,0.8125,low,Detail,Trustworthiness,1
16952,671526752de7c1bca617e1a7,000000v000010,0.4,0.3125,0.8125,0.5,0.8125,low,Detail,Transparency,1
17147,671526752de7c1bca617e1a7,000000v000010,0.4,0.3125,0.8125,0.5,0.8125,low,Detail,Usefulness,1
17537,671526752de7c1bca617e1a7,000010v001010,0.4,0.3125,0.8125,0.5,0.8125,low,Structure,Trustworthiness,0
17732,671526752de7c1bca617e1a7,000010v001010,0.4,0.3125,0.8125,0.5,0.8125,low,Structure,Transparency,0
17927,671526752de7c1bca617e1a7,000010v001010,0.4,0.3125,0.8125,0.5,0.8125,low,Structure,Usefulness,0
18317,671526752de7c1bca617e1a7,000010v010010,0.4,0.3125,0.8125,0.5,0.8125,low,Length,Trustworthiness,1
18512,671526752de7c1bca617e1a7,000010v010010,0.4,0.3125,0.8125,0.5,0.8125,low,Length,Transparency,1
18707,671526752de7c1bca617e1a7,000010v010010,0.4,0.3125,0.8125,0.5,0.8125,low,Length,Usefulness,1
3497,671526752de7c1bca617e1a7,000111v001111,0.4,0.3125,0.8125,0.5,0.8125,low,Structure,Trustworthiness,1
3692,671526752de7c1bca617e1a7,000111v001111,0.4,0.3125,0.8125,0.5,0.8125,low,Structure,Transparency,0
3887,671526752de7c1bca617e1a7,000111v001111,0.4,0.3125,0.8125,0.5,0.8125,low,Structure,Usefulness,1
52637,671526752de7c1bca617e1a7,010001v011001,0.4,0.3125,0.8125,0.5,0.8125,low,Structure,Trustworthiness,1
52832,671526752de7c1bca617e1a7,010001v011001,0.4,0.3125,0.8125,0.5,0.8125,low,Structure,Transparency,0
53027,671526752de7c1bca617e1a7,010001v011001,0.4,0.3125,0.8125,0.5,0.8125,low,Structure,Usefulness,1
78377,671526752de7c1bca617e1a7,100011v110011,0.4,0.3125,0.8125,0.5,0.8125,high,Length,Trustworthiness,1
78572,671526752de7c1bca617e1a7,100011v110011,0.4,0.3125,0.8125,0.5,0.8125,high,Length,Transparency,1
78767,671526752de7c1bca617e1a7,100011v110011,0.4,0.3125,0.8125,0.5,0.8125,high,Length,Usefulness,1
71357,671526752de7c1bca617e1a7,100001v100101,0.4,0.3125,0.8125,0.5,0.8125,high,Formality,Trustworthiness,1
71552,671526752de7c1bca617e1a7,100001v100101,0.4,0.3125,0.8125,0.5,0.8125,high,Formality,Transparency,1
71747,671526752de7c1bca617e1a7,100001v100101,0.4,0.3125,0.8125,0.5,0.8125,high,Formality,Usefulness,1
67457,671526752de7c1bca617e1a7,100100v100110,0.4,0.3125,0.8125,0.5,0.8125,high,Detail,Trustworthiness,1
67652,671526752de7c1bca617e1a7,100100v100110,0.4,0.3125,0.8125,0.5,0.8125,high,Detail,Transparency,1
67847,671526752de7c1bca617e1a7,100100v100110,0.4,0.3125,0.8125,0.5,0.8125,high,Detail,Usefulness,1
86177,671526752de7c1bca617e1a7,101101v101111,0.4,0.3125,0.8125,0.5,0.8125,high,Detail,Trustworthiness,1
86372,671526752de7c1bca617e1a7,101101v101111,0.4,0.3125,0.8125,0.5,0.8125,high,Detail,Transparency,1
86567,671526752de7c1bca617e1a7,101101v101111,0.4,0.3125,0.8125,0.5,0.8125,high,Detail,Usefulness,1
124397,671526752de7c1bca617e1a7,111000v111010,0.4,0.3125,0.8125,0.5,0.8125,high,Detail,Trustworthiness,1
124592,671526752de7c1bca617e1a7,111000v111010,0.4,0.3125,0.8125,0.5,0.8125,high,Detail,Transparency,1
124787,671526752de7c1bca617e1a7,111000v111010,0.4,0.3125,0.8125,0.5,0.8125,high,Detail,Usefulness,1
18994,671678c8dd3bb344581f61d8,000000v000001,0.75,0.3125,0.625,0.6875,0.75,low,Persuasiveness,Trustworthiness,0
19189,671678c8dd3bb344581f61d8,000000v000001,0.75,0.3125,0.625,0.6875,0.75,low,Persuasiveness,Transparency,0
19384,671678c8dd3bb344581f61d8,000000v000001,0.75,0.3125,0.625,0.6875,0.75,low,Persuasiveness,Usefulness,0
15094,671678c8dd3bb344581f61d8,000011v001011,0.75,0.3125,0.625,0.6875,0.75,low,Structure,Trustworthiness,1
15289,671678c8dd3bb344581f61d8,000011v001011,0.75,0.3125,0.625,0.6875,0.75,low,Structure,Transparency,0
15484,671678c8dd3bb344581f61d8,000011v001011,0.75,0.3125,0.625,0.6875,0.75,low,Structure,Usefulness,0
4174,671678c8dd3bb344581f61d8,000111v010111,0.75,0.3125,0.625,0.6875,0.75,low,Length,Trustworthiness,0
4369,671678c8dd3bb344581f61d8,000111v010111,0.75,0.3125,0.625,0.6875,0.75,low,Length,Transparency,0
4564,671678c8dd3bb344581f61d8,000111v010111,0.75,0.3125,0.625,0.6875,0.75,low,Length,Usefulness,0
32254,671678c8dd3bb344581f61d8,001010v001011,0.75,0.3125,0.625,0.6875,0.75,low,Persuasiveness,Trustworthiness,1
32449,671678c8dd3bb344581f61d8,001010v001011,0.75,0.3125,0.625,0.6875,0.75,low,Persuasiveness,Transparency,1
32644,671678c8dd3bb344581f61d8,001010v001011,0.75,0.3125,0.625,0.6875,0.75,low,Persuasiveness,Usefulness,1
57214,671678c8dd3bb344581f61d8,011010v011110,0.75,0.3125,0.625,0.6875,0.75,low,Formality,Trustworthiness,1
57409,671678c8dd3bb344581f61d8,011010v011110,0.75,0.3125,0.625,0.6875,0.75,low,Formality,Transparency,1
57604,671678c8dd3bb344581f61d8,011010v011110,0.75,0.3125,0.625,0.6875,0.75,low,Formality,Usefulness,1
84514,671678c8dd3bb344581f61d8,100000v110000,0.75,0.3125,0.625,0.6875,0.75,high,Length,Trustworthiness,1
84709,671678c8dd3bb344581f61d8,100000v110000,0.75,0.3125,0.625,0.6875,0.75,high,Length,Transparency,1
84904,671678c8dd3bb344581f61d8,100000v110000,0.75,0.3125,0.625,0.6875,0.75,high,Length,Usefulness,1
86854,671678c8dd3bb344581f61d8,101011v101111,0.75,0.3125,0.625,0.6875,0.75,high,Formality,Trustworthiness,0
87049,671678c8dd3bb344581f61d8,101011v101111,0.75,0.3125,0.625,0.6875,0.75,high,Formality,Transparency,0
87244,671678c8dd3bb344581f61d8,101011v101111,0.75,0.3125,0.625,0.6875,0.75,high,Formality,Usefulness,0
